#   index    LocalEnergy         LocalEnergy_sq      LocalPotential      Kinetic             Coulomb             BlockWeight         BlockCPU            AcceptRatio         
         0   -4.5298911858e-01    6.0984565298e-01   -1.1708693521e+00    7.1788023352e-01   -1.1708693521e+00    1.2800000000e+04    6.0178991748e-03    9.8515625000e-01
         1   -4.5481953564e-01    6.1641291630e-01   -1.1863425644e+00    7.3152302871e-01   -1.1863425644e+00    1.2800000000e+04    5.8323097461e-03    9.8562500000e-01
         2   -4.8066105923e-01    1.3586015116e+00   -1.1766446209e+00    6.9598356165e-01   -1.1766446209e+00    1.2800000000e+04    5.8213412744e-03    9.8531250000e-01
         3   -4.7316713469e-01    7.8720769003e-01   -1.1799481122e+00    7.0678097751e-01   -1.1799481122e+00    1.2800000000e+04    5.8330412549e-03    9.8828125000e-01
         4   -4.6204733302e-01    5.6393677687e-01   -1.1619244081e+00    6.9987707508e-01   -1.1619244081e+00    1.2800000000e+04    5.8108362256e-03    9.8625000000e-01
         5   -4.4313854290e-01    6.0831516179e-01   -1.2064503041e+00    7.6331176120e-01   -1.2064503041e+00    1.2800000000e+04    5.8254170264e-03    9.8625000000e-01
         6   -4.5064926960e-01    5.9891422196e-01   -1.1521370176e+00    7.0148774798e-01   -1.1521370176e+00    1.2800000000e+04    5.8314813086e-03    9.8679687500e-01
         7   -4.5687452611e-01    5.8139614676e-01   -1.1423627617e+00    6.8548823555e-01   -1.1423627617e+00    1.2800000000e+04    5.8258469971e-03    9.8726562500e-01
         8   -4.5018503739e-01    8.4147849706e-01   -1.1842075439e+00    7.3402250655e-01   -1.1842075439e+00    1.2800000000e+04    5.8158433545e-03    9.8468750000e-01
         9   -4.3862013841e-01    5.5477715836e-01   -1.2080979177e+00    7.6947777925e-01   -1.2080979177e+00    1.2800000000e+04    5.7959401123e-03    9.8539062500e-01
        10   -4.5791153007e-01    6.0138927970e-01   -1.1353088208e+00    6.7739729068e-01   -1.1353088208e+00    1.2800000000e+04    5.8204662207e-03    9.8562500000e-01
        11   -4.6353069662e-01    8.1222513185e-01   -1.1816447482e+00    7.1811405154e-01   -1.1816447482e+00    1.2800000000e+04    5.8378427930e-03    9.8664062500e-01
        12   -4.5865881127e-01    7.0268353090e-01   -1.1601220665e+00    7.0146325525e-01   -1.1601220665e+00    1.2800000000e+04    5.8299140234e-03    9.8656250000e-01
        13   -4.3846302063e-01    7.4457683787e-01   -1.2563266080e+00    8.1786358741e-01   -1.2563266080e+00    1.2800000000e+04    5.8239151855e-03    9.8632812500e-01
        14   -4.5068572293e-01    6.0226458066e-01   -1.1888498591e+00    7.3816413622e-01   -1.1888498591e+00    1.2800000000e+04    5.8064188281e-03    9.8539062500e-01
        15   -4.3816209316e-01    5.6515677610e-01   -1.1499660387e+00    7.1180394558e-01   -1.1499660387e+00    1.2800000000e+04    5.8297365283e-03    9.8617187500e-01
        16   -4.7241181255e-01    7.0149650305e-01   -1.1523315578e+00    6.7991974526e-01   -1.1523315578e+00    1.2800000000e+04    5.8177384424e-03    9.8531250000e-01
        17   -4.5302636441e-01    5.5508361049e-01   -1.1426585165e+00    6.8963215208e-01   -1.1426585165e+00    1.2800000000e+04    5.8202933984e-03    9.8460937500e-01
        18   -4.5782213514e-01    7.6487410290e-01   -1.2030357453e+00    7.4521361013e-01   -1.2030357453e+00    1.2800000000e+04    5.8206455615e-03    9.8515625000e-01
        19   -4.6635037994e-01    1.8182574986e+00   -1.1761497455e+00    7.0979936558e-01   -1.1761497455e+00    1.2800000000e+04    5.8067459180e-03    9.8640625000e-01
        20   -4.5841707138e-01    7.0825060159e-01   -1.2012275308e+00    7.4281045937e-01   -1.2012275308e+00    1.2800000000e+04    5.8285895361e-03    9.8656250000e-01
        21   -4.5936382993e-01    6.8521807935e-01   -1.2017023426e+00    7.4233851270e-01   -1.2017023426e+00    1.2800000000e+04    5.8254068115e-03    9.8570312500e-01
        22   -4.4023825329e-01    5.9781382546e-01   -1.2094503406e+00    7.6921208728e-01   -1.2094503406e+00    1.2800000000e+04    5.8299661035e-03    9.8710937500e-01
        23   -4.5411428000e-01    4.9904220387e-01   -1.1350953586e+00    6.8098107860e-01   -1.1350953586e+00    1.2800000000e+04    5.8216890771e-03    9.8523437500e-01
        24   -4.6486624346e-01    5.3761062470e-01   -1.1095842543e+00    6.4471801080e-01   -1.1095842543e+00    1.2800000000e+04    5.8031559424e-03    9.8515625000e-01
        25   -4.7241133810e-01    8.8318132383e-01   -1.1308262390e+00    6.5841490091e-01   -1.1308262390e+00    1.2800000000e+04    5.8297327051e-03    9.8742187500e-01
        26   -4.4991722330e-01    5.6895644492e-01   -1.1752933473e+00    7.2537612402e-01   -1.1752933473e+00    1.2800000000e+04    5.8226168506e-03    9.8500000000e-01
        27   -4.4945662185e-01    6.1905943993e-01   -1.2082753720e+00    7.5881875015e-01   -1.2082753720e+00    1.2800000000e+04    5.8155699219e-03    9.8460937500e-01
        28   -4.6614869027e-01    6.0342362639e-01   -1.1434005663e+00    6.7725187603e-01   -1.1434005663e+00    1.2800000000e+04    5.8298731104e-03    9.8773437500e-01
        29   -4.4867885627e-01    6.6371999377e-01   -1.2089249899e+00    7.6024613359e-01   -1.2089249899e+00    1.2800000000e+04    5.8037394629e-03    9.8507812500e-01
        30   -4.4291741659e-01    5.3073214410e-01   -1.1422381468e+00    6.9932073019e-01   -1.1422381468e+00    1.2800000000e+04    5.8237565967e-03    9.8523437500e-01
        31   -4.5449746238e-01    6.2979144413e-01   -1.1714666786e+00    7.1696921626e-01   -1.1714666786e+00    1.2800000000e+04    5.8192064648e-03    9.8515625000e-01
        32   -4.3343907379e-01    7.6529204960e-01   -1.2456427731e+00    8.1220369933e-01   -1.2456427731e+00    1.2800000000e+04    5.8202614502e-03    9.8492187500e-01
        33   -4.5985057097e-01    7.3241162762e-01   -1.2082122116e+00    7.4836164066e-01   -1.2082122116e+00    1.2800000000e+04    5.8222529736e-03    9.8546875000e-01
        34   -4.3731889909e-01    6.4833175066e-01   -1.2370337614e+00    7.9971486227e-01   -1.2370337614e+00    1.2800000000e+04    5.7991912793e-03    9.8500000000e-01
        35   -4.5292956793e-01    6.1069023349e-01   -1.1986175002e+00    7.4568793225e-01   -1.1986175002e+00    1.2800000000e+04    5.8230514551e-03    9.8601562500e-01
